rest,type,address,address_info,number,site,info,img_url,Mon,Tue,Wen,Thu,Fri,Sat,Sun,lat,lng
등촌샤브칼국수 진주역점,"칼국수,만두",경남 진주시 관문로 4 207호,찾아가는길신진주역 맞은편 이디야 건물 2층 입니다!!,0507-1324-9299,https://www.instagram.com/deungchon_jinjustation,주차,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240810_253%2F1723277711260HwfU8_JPEG%2FIMG_0269.jpeg,월정기휴무 (매주 월요일),"화11:00 - 21:00
15:00 - 17:00 브레이크타임
20:30 라스트오더","수11:00 - 21:00
15:00 - 17:00 브레이크타임
20:30 라스트오더","목11:00 - 21:00
15:00 - 17:00 브레이크타임
20:30 라스트오더","금11:00 - 21:00
15:00 - 17:00 브레이크타임
20:30 라스트오더","토11:00 - 21:00
15:00 - 17:00 브레이크타임
20:30 라스트오더","일11:00 - 21:00
15:00 - 17:00 브레이크타임
20:30 라스트오더",35.152374,128.1172373
홍가돼지국밥,국밥,경남 진주시 관문로 4 107호,찾아가는길진주역 맞은 편 율곡스퀘어2차 1층 107호 입니다.,,,"무선 인터넷, 단체 이용 가능, 유아의자, 포장, 남/녀 화장실 구분, 배달, 주차",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231016_297%2F1697468045721JvPEg_JPEG%2FIMG_3669.jpeg,"매일08:00 - 21:00
20:40 라스트오더",,,,,,,35.152374,128.1172373
역전우동0410 경남진주역점,"우동,소바",경남 진주시 관문로 4 109호,찾아가는길진주역으로 나오면 오른쪽으로 150m정도 걸어오시면 됩니다!! 도보 1분거리 역전우동0410 경남진주역점 많이 찾아와주세요!!!,0507-1483-0445,http://udon0410.com/,"포장, 남/녀 화장실 구분, 무선 인터넷, 간편결제, 주차",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220826_172%2F166148000156802Tqv_JPEG%2F%25BF%25AA%25C0%25FC%25BF%25EC%25B5%25BF_%25BD%25BA%25B8%25B6%25C6%25AE%25C7%25C3%25B7%25B9%25C0%25CC%25BD%25BA.jpg,"매일10:00 - 22:00
21:30 라스트오더",,,,,,,35.152374,128.1172373
24시진전주콩나물국밥,한식,"경남 진주시 관문로 4 110호, 111호",찾아가는길가좌동 진주역 로터리 돌아서 나오시면 이디아 커피숍 옆에 있습니다,055-763-2121,,"단체 이용 가능, 포장, 배달, 남/녀 화장실 구분, 유아의자, 무선 인터넷, 간편결제, 주차",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241228_299%2F17353832618347UGpr_JPEG%2F1000015791.jpg,"월06:00 - 24:00
23:30 라스트오더","화06:00 - 24:00
23:30 라스트오더","수06:00 - 24:00
23:30 라스트오더","목06:00 - 24:00
23:30 라스트오더","금06:00 - 02:00
01:30 라스트오더","토06:00 - 02:00
01:30 라스트오더","일06:00 - 22:00
21:30 라스트오더",35.152374,128.1172373
김유부밥,한식,경남 진주시 관문로 4 율곡스퀘어프런티어2동 112호,"찾아가는길진주역 맞은편, 콩나물 국밥 옆집에 위치하고 있습니다 :-)",0507-1437-1004,,"포장, 배달, 주차",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240310_259%2F1710079495612DswYW_JPEG%2F%25B7%25CE%25B0%25ED%2528%25BF%25F8%25BA%25BB%2529.jpg,"월08:00 - 20:00
19:30 라스트오더",화정기휴무 (매주 화요일),"수08:00 - 20:00
19:30 라스트오더","목08:00 - 20:00
19:30 라스트오더","금08:00 - 20:00
19:30 라스트오더","토08:00 - 20:00
19:30 라스트오더","일08:00 - 20:00
19:30 라스트오더",35.152374,128.1172373
홍이집 진주역직영점,"육류,고기요리",경남 진주시 개양로 120-38 1층 3호,찾아가는길1. 탑마트 진주역점 1m 옆!! 2. 투썸플레이스 진주역점 바로 옆 가게 3. 코아루웰가 오피스텔 맞은 편내용 더보기,055-795-4767,,"단체 이용 가능, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분, 주차",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241202_17%2F1733142222416fuGQl_JPEG%2FKakaoTalk_20241202_212316578.jpg,"월11:00 - 22:00
14:30 - 17:00 브레이크타임
21:00 라스트오더","화11:00 - 22:00
14:30 - 17:00 브레이크타임
21:00 라스트오더","수11:00 - 22:00
14:30 - 17:00 브레이크타임
21:00 라스트오더","목11:00 - 22:00
14:30 - 17:00 브레이크타임
21:00 라스트오더","금11:00 - 22:00
14:30 - 17:00 브레이크타임
21:00 라스트오더","토11:00 - 22:00
21:00 라스트오더","일11:00 - 22:00
21:00 라스트오더",35.1530673,128.1185368
투썸플레이스 진주역점,카페,경남 진주시 개양로 120-38 1층 2호,,0507-1495-1630,,"포장, 무선 인터넷, 남/녀 화장실 구분, 단체 이용 가능, 유아의자, 간편결제, 주차",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241226_20%2F1735205159819UcqAT_JPEG%2F1735204093999-11.jpg,월(3/3)대체공휴일(삼일절)10:00 - 20:00,화(3/4)10:00 - 22:00,"수08:00 - 22:00
21:30 라스트오더","목08:00 - 22:00
21:30 라스트오더","금08:00 - 22:00
21:30 라스트오더","토08:00 - 22:00
21:30 라스트오더","일08:00 - 22:00
21:30 라스트오더",35.1530673,128.1185368
커피홀베이커리 신진주역점,베이커리,경남 진주시 관문로 7 율곡스퀘어 104호 커피홀신진주역점,찾아가는길진주역 큰사거리 각지,055-761-9995,https://www.instagram.com/coffeehole7,"단체 이용 가능, 포장, 예약, 무선 인터넷, 유아의자, 남/녀 화장실 구분, 간편결제, 주차",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190917_287%2F15687087117287HnA7_JPEG%2F6v86TjV3bVxIWX2vKRb6-9jP.JPG.jpg,월정기휴무 (매주 월요일),"화10:00 - 22:00
21:30 라스트오더","수10:00 - 22:00
21:30 라스트오더","목10:00 - 22:00
21:30 라스트오더","금10:00 - 22:00
21:30 라스트오더","토10:00 - 22:00
21:30 라스트오더","일10:00 - 22:00
21:30 라스트오더",35.1522038,128.116816
배스킨라빈스 신진주역,아이스크림,"경남 진주시 관문로 7 (가좌동) 율곡스퀘어프런티어 102호, 103호",,0507-2087-1181,http://www.baskinrobbins.co.kr,,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190207_263%2F1549518073913VHxxg_JPEG%2FWzOVG98BAb-9oaMe84QYeDV3.jpg,매일10:00 - 23:00,,,,,,,35.1522038,128.116816
파리바게뜨 신진주역,베이커리,경남 진주시 관문로 7,,0507-2093-4812,,,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201227_177%2F1609051059092scwky_JPEG%2FivLBm20GtvvYvzvVQXLHnHmN.jpg,,,,,,,,35.1522038,128.116816
킹사이즈커피 신진주역점,테이크아웃커피,경남 진주시 관문로 7 106호,찾아가는길진주역 입구도로변에 위치하고 있습니다.,0507-2093-7772,https://100원커피이벤트-선착순주문하기.com,"포장, 배달, 예약, 노키즈존, 주차",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231018_104%2F1697593773877dUjTa_JPEG%2FKakaoTalk_20231018_104913717.jpg,매일08:30 - 22:30,,,,,,,35.1522038,128.116816
더김밥,한식,경남 진주시 관문로 7 율곡스퀘어 프런티어 107호,,0507-1481-1079,,"포장, 배달, 주차",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210426_250%2F1619403725699zK7Vi_JPEG%2Fk0N-DbwjnudGhFuL1SOZF3T4.jpg,월정기휴무 (매주 월요일),화08:00 - 20:00,수08:00 - 20:00,목08:00 - 20:00,금08:00 - 20:00,토08:00 - 20:00,일08:00 - 20:00,35.1522038,128.116816
더벤티 신진주역점,카페,경남 진주시 관문로 7 율곡스퀘어 프런티어 120호,찾아가는길신진주역앞 율곡스퀘어상가 1층 안쪽통로에 위치합니다,0507-0288-7644,http://theventi.co.kr/,"무선 인터넷, 포장",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240103_297%2F1704241881526AIzwR_JPEG%2F1._%25B4%25F5%25BA%25A5%25C6%25BC_%25C4%25BF%25C7%25C7_BI.jpg,매일08:30 - 22:00,,,,,,,35.1522038,128.116816
면 만드는  사람들,국수,경남 진주시 관문로 7 1층 124호,찾아가는길신 진주역 들어가는 입구 오른쪽 상가 라인에 있습니다 차량 이동시에는 상가 건물 주차장이 마련 되어 있고 엘리베이트도 이용하시면 됩니다.내용 더보기,0507-1486-9494,,"주차, 포장, 배달, 방문접수/출장, 예약, 남/녀 화장실 구분",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210728_128%2F16274592163141AIY3_JPEG%2FiZgOLA2OT_Pndi5ruMsPIHt1.jpg,월11:00 - 21:00,화11:00 - 21:00,수11:00 - 21:00,목11:00 - 21:00,금11:00 - 21:00,토11:00 - 21:00,일11:00 - 21:00,35.1522038,128.116816
빽다방 진주역점,테이크아웃커피,경남 진주시 관문로 7 1층 126호,찾아가는길진주역 율곡스퀘어프론티어 건물 도로변에 위치하고 있습니다:) 진주역과 보도 2분 거리에 위치하고 있습니다!내용 더보기,0507-0289-5707,https://events.passorder.co.kr/100won-event-new,"단체 이용 가능, 포장, 무선 인터넷, 남/녀 화장실 구분, 주차",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241211_248%2F1733893681849uiQ7Y_JPEG%2F229237a1-6eb3-4e9f-b2b5-e4b917888e35-1_all_3622.jpg,"매일06:30 - 22:00
21:30 라스트오더",,,,,,,35.1522038,128.116816
진주운석빵,베이커리,경남 진주시 관문로 7 141호 진주운석빵커피,찾아가는길진주역 바로 맞은 편 율곡스퀘어 상가 1층입니다.,055-753-2064,,,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190612_53%2F1560319295763pHx3s_JPEG%2F1NmVelbSFDiqa-5Ts76qBOMf.jpg,매일08:45 - 21:30,,,,,,,35.1522038,128.116816
CAFE 베네치아,베이커리,경남 진주시 관문로 7,,,,"무선 인터넷, 예약, 단체 이용 가능, 포장, 남/녀 화장실 구분, 주차",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210701_54%2F16251128437836v2jo_JPEG%2FeNi746jNVSaVCAXmlmHtikKJ.jpeg.jpg,매일10:00 - 19:00,,,,,,,35.1522038,128.116816
마가리타,요리주점,"경남 진주시 진주역로 116 . 2층 216호(가좌동, 더퍼스트웰가시 티)",찾아가는길진주역 입구에서 바라보면 맞은편 왼쪽 2층입니다 !,0507-1390-6602,https://www.instagram.com/margarita_jinju,"단체 이용 가능, 주차",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241002_256%2F17278282683498C1jF_JPEG%2FIMG_9334.jpeg,"월18:30 - 01:00
00:30 라스트오더","화18:30 - 01:00
00:30 라스트오더","수18:30 - 01:00
00:30 라스트오더","목18:30 - 01:00
00:30 라스트오더","금18:30 - 01:00
00:30 라스트오더","토18:30 - 01:00
00:30 라스트오더",일정기휴무 (매주 일요일),35.1519734,128.1164196
제주옥탑 진주역점,돼지고기구이,"경남 진주시 진주역로 116 더퍼스트웰가시티 109호, 110호","찾아가는길진주역 앞, 베스킨라빈스가 있는 건물과 시티프라디움아파트2차 사이, 본죽&비빔밥이 있는 건물에 있습니다. 건물 주차장은 지하로 내려가는 큰 입구가 있습니다.",0507-1344-4791,https://www.jejurooftop.com,"단체 이용 가능, 무선 인터넷, 남/녀 화장실 구분, 예약, 유아의자, 주차",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231216_62%2F1702703225275iGY2C_JPEG%2F1000079271.jpg,"매일15:00 - 23:00
22:30 라스트오더",,,,,,,35.1519734,128.1164196
본죽&비빔밥cafe 진주역점,죽,경남 진주시 진주역로 116 더퍼스트웰가시티 107호,,055-763-1982,https://www.bonif.co.kr/menu/list?brdCd=BF102,"주차, 포장, 배달",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210910_56%2F1631251439971CW3kr_JPEG%2FmPMnYh8C50MYwmr-jn0Hpq7n.jpg,월10:00 - 21:00,화10:00 - 21:00,수10:00 - 21:00,목10:00 - 21:00,금10:00 - 21:00,토10:00 - 14:00,일10:00 - 21:00,35.1519734,128.1164196
하모수산,생선회,경남 진주시 관문로 7 율곡스퀘어 프런티어 130호,"찾아가는길진주역 앞 율곡스퀘어 상가 베스킨라빈스, 파리바게트, 컴포즈커피숍 같은 라인에 위치하고 있어요",0507-1385-1453,https://www.instagram.com/hamo_susan,"포장, 배달, 무선 인터넷, 예약, 주차",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240320_241%2F1710927010633OCodr_JPEG%2F20231008_163950.jpg,월정기휴무 (매주 월요일),"화11:00 - 22:00
21:00 라스트오더","수11:00 - 22:00
21:00 라스트오더","목11:00 - 22:00
21:00 라스트오더","금11:00 - 22:00
21:00 라스트오더","토11:00 - 22:00
21:00 라스트오더","일11:00 - 22:00
21:00 라스트오더",35.1522038,128.116816
그릭요거트모노,"카페,디저트",경남 진주시 진주역로 116 105호,찾아가는길진주 가좌동 ktx역 8차선 대로변(베스킨라빈스 라인) 더퍼스트웰가 105호 역전과일 안으로 들어오시면 됩니다(진주 가좌동 그릭요거트 맛집 인증)내용 더보기,0507-1304-8544,https://smartstore.naver.com/greekmono,"포장, 배달, 예약, 남/녀 화장실 구분, 간편결제, 주차",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231209_228%2F1702089853010KCJOj_JPEG%2F20231207_141319.jpg,"월10:00 - 21:00
20:45 라스트오더","화10:00 - 21:00
20:45 라스트오더","수10:00 - 21:00
20:45 라스트오더","목10:00 - 21:00
20:45 라스트오더","금10:00 - 21:00
20:45 라스트오더","토10:00 - 21:00
20:45 라스트오더","일10:00 - 18:00
17:45 라스트오더",35.1519734,128.1164196
징기스칸,양갈비,"경남 진주시 진주역로 116 115, 116, 117호",찾아가는길진주역 맞은 편입니다 ! 진주역(12시방향)을 마주보고 5시 방향에 위치해 있습니다. 주차는 상가 지하주차장 또는 2시방향 시티프라디움 상가 주차장에 주차하시면 됩니다.내용 더보기,0507-1455-0496,,"단체 이용 가능, 무선 인터넷, 남/녀 화장실 구분, 유아의자, 포장, 배달, 예약, 대기공간, 간편결제, 주차",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240318_287%2F1710773711724pEtMH_JPEG%2F1000013733.jpg,"월11:00 - 24:00
15:00 - 17:00 브레이크타임
22:00 라스트오더","화11:00 - 24:00
15:00 - 17:00 브레이크타임
22:00 라스트오더","수11:00 - 24:00
15:00 - 17:00 브레이크타임
22:00 라스트오더","목11:00 - 24:00
15:00 - 17:00 브레이크타임
22:00 라스트오더","금11:00 - 24:00
15:00 - 17:00 브레이크타임
22:00 라스트오더","토11:00 - 24:00
15:00 - 17:00 브레이크타임
22:00 라스트오더","일11:00 - 24:00
15:00 - 17:00 브레이크타임
22:00 라스트오더",35.1519734,128.1164196
춘남식당,한식,경남 진주시 진주역로 116 118호,찾아가는길진주역 로터리 앞으로 오시면 찾기 쉽습니다. 더퍼스트웰가시티 지하주차장 이용하시면 됩니다. (제주옥탑 옆 주차장 입구입니다)내용 더보기,0507-1407-8828,,"남/녀 화장실 구분, 무선 인터넷, 단체 이용 가능, 포장, 배달, 유아의자, 주차",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231207_116%2F17019137260150gUEd_JPEG%2F1000008460.jpg,월정기휴무 (매주 월요일),"화11:00 - 22:00
14:30 - 17:30 브레이크타임
21:00 라스트오더","수11:00 - 22:00
14:30 - 17:30 브레이크타임
21:00 라스트오더","목11:00 - 22:00
14:30 - 17:30 브레이크타임
21:00 라스트오더","금11:00 - 22:00
14:30 - 17:30 브레이크타임
21:00 라스트오더","토11:00 - 22:00
14:30 - 17:30 브레이크타임
21:00 라스트오더","일11:00 - 22:00
14:30 - 17:30 브레이크타임
21:00 라스트오더",35.1519734,128.1164196
백종원의 빽보이피자 진주가좌점,피자,경남 진주시 진주역로 116 더퍼스트웰가시티 103호,,055-754-6310,https://www.theborn.co.kr/theborn_brand/%EB%B9%BD%EB%B3%B4%EC%9D%B4%ED%94%BC%EC%9E%90/,"포장, 배달, 예약",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241219_150%2F1734572468101bXUOw_PNG%2F%25BD%25BA%25B8%25B6%25C6%25AE%25C7%25C3%25B7%25B9%25C0%25CC%25BD%25BA01.png,월11:00 - 22:00,화정기휴무 (매주 화요일),수11:00 - 22:00,목11:00 - 22:00,금11:00 - 22:00,토11:00 - 22:00,일14:00 - 22:00,35.1520461,128.1163933
나우커피 신진주역점,카페,경남 진주시 진주역로 116 더퍼스트웰가시티 123호,,,,,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201029_100%2F1603967196597UJoGH_JPEG%2Fi67AA9NKx5ElKh8Oo6GaWBXg.jpeg.jpg,매일00:00 - 24:00,,,,,,,35.1519734,128.1164196
오아시스,"맥주,호프",경남 진주시 진주역로 116,,,,,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200430_236%2F15882428165003cTaR_JPEG%2F2zzLSVSoF25qEtsVQc9Gu1u1.jpg,,,,,,,,35.1519734,128.1164196
닭장맥주 진주역점,요리주점,경남 진주시 진주역로 114 상가 2동 105호,"찾아가는길진주역 출구에서 왼쪽으로 200M, 시티프라디움 2차 주차장입구 옆, 제주옥탑 진주역점 건너편에 있습니다.",0507-1371-9370,,"단체 이용 가능, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분, 포장, 유아의자, 주차",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250106_5%2F1736100770828oYksk_JPEG%2FIMG_2563.jpeg,월17:00 - 01:00,화16:00 - 01:00,수16:00 - 01:00,목16:00 - 01:00,금16:00 - 02:00,토16:00 - 02:00,일16:00 - 01:00,35.1512173,128.1158955
골목대장 진주점,요리주점,경남 진주시 진주역로 114 시티프라디움 상가3동 10 4호,,,,,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220417_266%2F16501607766238ETpB_JPEG%2F78B3448C-A63E-4453-9B27-4F625EF549D6.jpeg,,,,,,,,35.1512563,128.1161067
마해아구찜,"아귀찜,해물찜",경남 진주시 진주역로 114 상가 4동 105호,,055-920-1117,,"포장, 배달",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210328_148%2F1616923036675ksaMW_JPEG%2FbbzZ39PwvNiuGZJWOlIZpZBr.jpg,월10:00 - 22:00,화정기휴무 (매주 화요일),수10:00 - 22:00,목10:00 - 22:00,금10:00 - 22:00,토10:00 - 22:00,일10:00 - 22:00,35.1512173,128.1158955
밀플랜비진주점,한식,경남 진주시 진주역로 114 상가2동 1층 101호,찾아가는길진주역앞 시티프라디움2차 상가에 위치해 있습니다,0507-1380-2643,,,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230305_184%2F1678017688389QPFnO_JPEG%2FB991C0DC-3B03-42C5-A631-6A7052EDB4E6.jpeg,,,,,,,,35.1512173,128.1158955
아버브런치앤커피,브런치카페,경남 진주시 진주역로 114 4동 109호,찾아가는길신진주역 도보 3분거리 시티프라디움 2차 상가 3시간 무료주차가능 (상가주차장입구 반대편 위치)내용 더보기,0507-1327-4667,https://www.instagram.com/arbour_jj,"포장, 배달, 무선 인터넷, 남/녀 화장실 구분, 예약, 유아의자, 대기공간, 간편결제, 주차",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230323_290%2F1679540432754Wazl5_JPEG%2FIMG_20230323_120016_503.jpg,"월(3/3)
휴무",화09:30 - 17:00,수09:30 - 17:00,목09:30 - 17:00,금09:30 - 17:00,토09:00 - 15:00,일09:00 - 15:00,35.1512173,128.1158955
어부수산,생선회,경남 진주시 진주역로 114 상가1동 106호,찾아가는길진주역 로타리3시방향 시티프라디움 2차 203동밑에 위치하고있습니다.,0507-1497-6777,,"포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분, 대기공간, 주차",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250118_213%2F1737183593141zqzAU_JPEG%2F1000007099.jpg,월16:00 - 23:00,화16:00 - 23:00,수16:00 - 23:00,목16:00 - 23:00,금16:00 - 23:00,토12:00 - 23:55,일12:00 - 23:55,35.1512173,128.1158955
